Date,Snow Water Equivalent (in) Start of Day Values,Change In Snow Water Equivalent (in),Snow Depth (in) Start of Day Values,Change In Snow Depth (in),Air Temperature Average (degF),Air Temperature Maximum (degF),Air Temperature Minimum (degF)
2020-07-13,0,0,0,0,55.2,69.6,45.9
2020-07-14,0,0,0,0,51.6,68,39.6
2020-07-15,0,0,0,0,51.6,66.4,39.4
2020-07-16,0,0,0,0,50.7,65.3,42.1
2020-07-17,0,0,0,0,50.9,70.2,41
2020-07-18,0,0,0,0,51.6,68,40.1
2020-07-19,0,0,0,0,51.8,65.5,43
2020-07-20,0,0,0,0,53.6,67.3,42.1
2020-07-21,0,0,0,0,53.4,69.6,40.3
2020-07-22,0,0,0,0,52.2,66.6,43.5
2020-07-23,0,0,0,0,48.6,63.5,40.8
2020-07-24,0,0,0,0,48.6,58.5,42.8
2020-07-25,0,0,0,0,46,52.5,40.5
2020-07-26,0,0,0,0,45.7,56.7,40.6
2020-07-27,0,0,0,0,49.1,65.7,37.9
2020-07-28,0,0,0,0,46.8,57.4,40.1
2020-07-29,0,0,0,0,51.3,63.3,40.5
2020-07-30,0,0,0,0,48.4,60.8,40.5
2020-07-31,0,0,0,0,50.2,66.6,40.1
2020-08-01,0,0,0,0,51.3,67.3,39.4
2020-08-02,0,0,0,0,50.7,66.2,38.8
2020-08-03,0,0,0,0,53.6,68.7,43.7
2020-08-04,0,0,0,0,53.8,68.2,44.2
2020-08-05,0,0,0,0,53.4,68.5,42.3
2020-08-06,0,0,0,0,54.1,66.9,44.6
2020-08-07,0,0,0,0,54.9,68.9,43.2
2020-08-08,0,0,0,0,54.1,70,43.9
2020-08-09,0,0,0,0,53.8,70,40.8
2020-08-10,0,0,0,0,53.2,68,43.2
2020-08-11,0,0,0,0,53.8,69.1,43.7
2020-08-12,0,0,0,0,52.5,64.4,44.4
2020-08-13,0,0,0,0,54.9,70.5,42.6
2020-08-14,0,0,0,0,55.4,70,42.8
2020-08-15,0,0,0,0,54.3,71.1,42.8
2020-08-16,0,0,0,0,54,67.3,41.2
2020-08-17,0,0,0,0,56.1,71.8,43.7
2020-08-18,0,0,0,0,55.6,68.7,45.5
2020-08-19,0,0,0,0,55,67.5,46.2
2020-08-20,0,0,0,0,51.3,69.4,40.6
2020-08-21,0,0,0,0,53.1,68,40.3
2020-08-22,0,0,0,0,55,70.2,44.8
2020-08-23,0,0,0,0,55.2,70.2,46
2020-08-24,0,0,0,0,55.6,68.5,46
2020-08-25,0,0,0,0,53.2,68.9,44.8
2020-08-26,0,0,0,0,50.9,67.5,43
2020-08-27,0,0,0,0,52.2,70,42.8
2020-08-28,0,0,0,0,47.7,63.1,38.1
2020-08-29,0,0,0,0,44.1,55.9,38.3
2020-08-30,0,0,0,0,47.3,62.6,36.7
2020-08-31,0,0,0,0,45.9,59.9,34.3
2020-09-01,0,0,0,0,40.5,54.7,32.2
2020-09-02,0,0,0,0,48,64,34.2
2020-09-03,0,0,0,0,52,68.4,37.9
2020-09-04,0,0,0,0,53.4,70.7,41.9
2020-09-05,0,0,0,0,57,73.6,43
2020-09-06,0,0,0,0,54.3,66.9,43.7
2020-09-07,0,0,0,0,50.2,64,32.5
2020-09-08,0,0,0,0,,32.7,12.6
2020-09-09,0.3,0.3,3,3,23.5,34.3,12.7
2020-09-10,0.3,0,2,-1,31.5,41.4,23.7
2020-09-11,0.4,0.1,2,0,32.4,40.5,26.6
2020-09-12,0.4,0,1,-1,41,54.1,32.9
2020-09-13,0.2,-0.2,1,0,44.2,61.2,32.4
2020-09-14,0,-0.2,0,-1,45.7,61.7,36.3
2020-09-15,0,0,0,0,45.7,60.4,36.5
2020-09-16,0,0,0,0,43.7,55.8,35.8
2020-09-17,0,0,0,0,45.3,59.4,36
2020-09-18,0,0,0,0,46.2,58.8,36.1
2020-09-19,0,0,0,0,47.3,58.3,38.3
2020-09-20,0,0,0,0,44.1,54.3,37
2020-09-21,0,0,0,0,44.2,59.4,36.1
2020-09-22,0,0,0,0,43,56.1,36
2020-09-23,0,0,0,0,43.7,56.8,35.1
2020-09-24,0,0,0,0,49.5,64.2,37.2
2020-09-25,0,0,0,0,51.6,63.1,43.7
2020-09-26,0,0,0,0,49.3,57.2,43
2020-09-27,0,0,0,0,35.2,45.7,23.7
2020-09-28,0,0,0,0,28.2,41,14.5
2020-09-29,0,0,0,0,40.6,56.7,28.8
2020-09-30,0,0,0,0,41.7,56.8,31.8
2020-10-01,0,0,0,0,40.5,53.1,29.5
2020-10-02,0,0,0,0,40.1,53.4,30.6
2020-10-03,0,0,0,0,38.5,50.2,30.9
2020-10-04,0,0,0,0,43.7,58.3,30.2
2020-10-05,0,0,0,0,43,55,35.6
2020-10-06,0,0,0,0,45,61.9,34
2020-10-07,0,0,0,0,47.1,65.5,36.1
2020-10-08,0,0,0,0,45.9,59.9,36.3
2020-10-09,0,0,0,0,44.4,60.6,34.3
2020-10-10,0,0,0,0,45,58.8,34
2020-10-11,0,0,0,0,28.8,41.2,16.3
2020-10-12,0.3,0.3,4,4,31.5,42.6,19
2020-10-13,0.4,0.1,3,-1,41,51.3,32.5
2020-10-14,0.4,0,2,-1,40.3,50.7,26.8
2020-10-15,0.3,-0.1,2,0,26.4,35.6,20.8
2020-10-16,0.3,0,2,0,34.2,44.1,20.3
2020-10-17,0.3,0,1,-1,36.5,44.2,30.2
2020-10-18,0.3,0,1,0,39.4,48.6,34
2020-10-19,0.3,0,1,0,40.1,51.6,32.2
2020-10-20,0.3,0,1,0,40.1,50,32.4
2020-10-21,0.2,-0.1,1,0,41.4,52.9,34.3
2020-10-22,0.2,0,1,0,39.4,51.8,22.5
2020-10-23,0.2,0,1,0,34.7,42.3,26.6
2020-10-24,0.2,0,1,0,36.7,43.5,31.5
2020-10-25,0.3,0.1,1,0,12,36,-7.8
2020-10-26,0.5,0.2,7,6,10.8,23.9,-3.3
2020-10-27,0.7,0.2,7,0,14.2,28.8,0.1
2020-10-28,0.8,0.1,6,-1,25.9,37.8,16.7
2020-10-29,1,0.2,5,-1,27.5,39,21.2
2020-10-30,1,0,5,0,29.5,43.5,18.9
2020-10-31,1.1,0.1,5,0,29.8,38.5,24.3
2020-11-01,1.1,0,5,0,34.3,48.4,27.1
2020-11-02,1.1,0,5,0,37,52.9,28.2
2020-11-03,1.1,0,5,0,36.7,50.7,30.2
2020-11-04,1.1,0,4,-1,34.3,44.1,28.2
2020-11-05,1.1,0,4,0,37,52.2,27.1
2020-11-06,1.2,0.1,5,1,39.9,49.8,32.5
2020-11-07,1.2,0,4,-1,36.5,43.9,29.7
2020-11-08,1.3,0.1,5,1,20.7,29.8,14.5
2020-11-09,1.4,0.1,7,2,13.3,22.5,7.2
2020-11-10,1.7,0.3,12,5,8.8,16.3,3.9
2020-11-11,1.8,0.1,11,-1,10,19.9,1
2020-11-12,1.9,0.1,11,0,10.9,16.3,6.8
2020-11-13,2.1,0.2,11,0,21,30.2,5.9
2020-11-14,2.2,0.1,11,0,9.5,19,1.8
2020-11-15,3,0.8,20,9,17.6,23.9,2.8
2020-11-16,3.1,0.1,17,-3,27.1,33.1,23.9
2020-11-17,3.1,0,15,-2,34.3,45.5,25
2020-11-18,3.1,0,15,0,37.2,45,33.8
2020-11-19,3.1,0,14,-1,32.9,38.8,25
2020-11-20,3.1,0,13,-1,28.8,36.9,23.7
2020-11-21,3.1,0,13,0,25,32.4,12.7
2020-11-22,3.1,0,13,0,24.3,38.3,11.7
2020-11-23,3.2,0.1,15,2,27,34.2,20.7
2020-11-24,3.2,0,15,0,16.3,21.6,7.7
2020-11-25,4.1,0.9,23,8,18.7,30,5.9
2020-11-26,4.1,0,21,-2,14.9,26.4,5
2020-11-27,4.1,0,20,-1,12.7,25.5,3.2
2020-11-28,4.1,0,20,0,19.2,32.9,12
2020-11-29,4.1,0,20,0,9.9,21.2,1
2020-11-30,4.1,0,19,-1,19,30.2,7.9
2020-12-01,4.2,0.1,19,0,9.1,17.6,1
2020-12-02,4.3,0.1,22,3,1.9,12.6,-6.3
2020-12-03,4.3,0,21,-1,12,23.7,0.1
2020-12-04,4.4,0.1,20,-1,21,35.6,15.4
2020-12-05,4.4,0,20,0,21.7,32.5,15.8
2020-12-06,4.5,0.1,20,0,21.9,31.3,17.2
2020-12-07,4.5,0,19,-1,24.3,36.3,18.7
2020-12-08,4.5,0,19,0,26.6,39.4,20.1
2020-12-09,4.5,0,19,0,25.3,39,19.4
2020-12-10,4.5,0,19,0,20.3,31.6,11.5
2020-12-11,4.5,0,19,0,10,18,1.4
2020-12-12,4.7,0.2,22,3,5.7,14.5,-6
2020-12-13,4.8,0.1,23,1,6.8,18.9,-6.5
2020-12-14,4.8,0,22,-1,15.1,25.3,0.1
2020-12-15,5,0.2,24,2,3.4,6.1,0.3
2020-12-16,5.1,0.1,24,0,9.9,12.9,6.1
2020-12-17,5.2,0.1,24,0,18.3,27.5,6.3
2020-12-18,5.2,0,23,-1,13.1,17.4,5.4
2020-12-19,5.2,0,25,2,10.6,17.8,3.7
2020-12-20,5.2,0,25,0,21,27.5,10
2020-12-21,5.4,0.2,24,-1,24.6,30,19.2
2020-12-22,5.4,0,24,0,19.2,29.8,-2
2020-12-23,5.7,0.3,27,3,-4,-1.5,-6.7
2020-12-24,5.8,0.1,28,1,7.9,15.8,-3.6
2020-12-25,5.8,0,26,-2,16.3,24.4,10.2
2020-12-26,5.8,0,26,0,21.2,32,12.6
2020-12-27,5.8,0,26,0,8.1,14.5,-0.2
2020-12-28,5.9,0.1,28,2,10.2,18,0.7
2020-12-29,6.3,0.4,30,2,5.9,15.3,-4.4
2020-12-30,6.4,0.1,31,1,5.2,13.6,-3.8
2020-12-31,6.4,0,30,-1,14.4,24.1,3.6
2021-01-01,6.4,0,29,-1,10.2,20.7,3.7
2021-01-02,6.4,0,29,0,10.4,18,6.4
2021-01-03,6.4,0,29,0,14.7,21.6,7.7
2021-01-04,6.6,0.2,31,2,18.7,26.6,7.5
2021-01-05,6.7,0.1,30,-1,15.8,26.4,5
2021-01-06,7,0.3,35,5,9.9,16.7,3.4
2021-01-07,7,0,33,-2,16.2,27.1,2.8
2021-01-08,7,0,32,-1,10.4,21.9,1.4
2021-01-09,7,0,31,-1,8.4,18.3,-1.5
2021-01-10,7,0,31,0,4.6,17.6,-2.2
2021-01-11,7,0,31,0,10.9,24.4,-0.8
2021-01-12,7,0,31,0,19.6,28.2,11.8
2021-01-13,7,0,31,0,23.2,31.3,9.7
2021-01-14,7,0,31,0,4.5,9.7,0.7
2021-01-15,7,0,31,0,12.2,19.9,3.6
2021-01-16,7.1,0.1,31,0,15.3,21.6,11.7
2021-01-17,7.3,0.2,34,3,17.4,23.5,11.8
2021-01-18,7.4,0.1,35,1,9.9,17.4,-0.2
2021-01-19,7.6,0.2,37,2,9.3,19.9,1.2
2021-01-20,7.6,0,35,-2,17.8,25.3,12.7
2021-01-21,7.7,0.1,34,-1,17.2,25,13.6
2021-01-22,7.7,0,33,-1,19,24.6,15.6
2021-01-23,7.8,0.1,35,2,15.6,24.8,3.9
2021-01-24,7.8,0,35,0,10.9,20.5,2.8
2021-01-25,7.8,0,35,0,6.1,15.8,-3.8
2021-01-26,7.8,0,35,0,5,12,-3.6
2021-01-27,7.9,0.1,36,1,11.3,21.2,-3.3
2021-01-28,8,0.1,35,-1,24.3,36,15.4
2021-01-29,8,0,34,-1,23,32.9,12.6
2021-01-30,8,0,34,0,13.5,19.6,7.5
2021-01-31,8.3,0.3,40,6,12.6,26.2,3
2021-02-01,8.3,0,39,-1,25.5,34.7,16.5
2021-02-02,8.4,0.1,37,-2,27.3,36.3,23.4
2021-02-03,8.4,0,37,0,21.6,31.3,6.3
2021-02-04,8.7,0.3,41,4,4.5,9.5,-0.2
2021-02-05,8.8,0.1,40,-1,7.2,10.8,4.3
2021-02-06,9.2,0.4,44,4,9,14.2,4.3
2021-02-07,9.6,0.4,44,0,13.5,17.8,10.2
2021-02-08,9.7,0.1,43,-1,17.6,22.1,13.6
2021-02-09,9.7,0,42,-1,19.9,26.6,16.7
2021-02-10,9.8,0.1,41,-1,17.6,22.5,13.6
2021-02-11,9.9,0.1,44,3,17.8,23,13.1
2021-02-12,10,0.1,44,0,20.5,27.5,17.4
2021-02-13,10.4,0.4,49,5,16.7,25.2,-11
2021-02-14,10.5,0.1,49,0,4.3,19.4,-16.2
2021-02-15,10.5,0,47,-2,3.4,9.9,-3.6
2021-02-16,10.6,0.1,47,0,8.1,16.3,4.6
2021-02-17,10.8,0.2,48,1,5.5,16.5,1
2021-02-18,10.9,0.1,48,0,0.3,7,-5.4
2021-02-19,11,0.1,48,0,9.9,15.4,-2.2
2021-02-20,11.1,0.1,47,-1,15.8,29.3,3.7
2021-02-21,11.2,0.1,48,1,5.4,11.3,0.1
2021-02-22,11.2,0,47,-1,17.8,28,9.9
2021-02-23,11.3,0.1,46,-1,21.4,30.2,12.4
2021-02-24,11.3,0,46,0,11.7,25.7,2.5
2021-02-25,11.4,0.1,48,2,8.2,20.3,-2.7
2021-02-26,11.5,0.1,47,-1,11.3,20.7,4.3
2021-02-27,11.5,0,47,0,5.7,13.8,-3.3
2021-02-28,11.5,0,47,0,-1.3,11.3,-11.6
2021-03-01,11.5,0,47,0,16.9,37.4,-0.4
2021-03-02,11.7,0.2,47,0,22.3,38.8,12.9
2021-03-03,11.7,0,46,-1,24.3,41.9,10.9
2021-03-04,11.7,0,46,0,20.1,24.1,13.5
2021-03-05,12.1,0.4,51,5,18.9,36.9,7.9
2021-03-06,12.1,0,50,-1,27.3,42.6,14.7
2021-03-07,12.1,0,49,-1,30.2,43.9,21.6
2021-03-08,12.1,0,48,-1,30,40.1,21.7
2021-03-09,12.1,0,47,-1,29.5,40.6,19.8
2021-03-10,12.2,0.1,48,1,11.5,21.4,0
2021-03-11,12.3,0.1,50,2,13.5,26.4,0.7
2021-03-12,12.3,0,49,-1,18,31.3,8.2
2021-03-13,12.3,0,49,0,16.2,25.7,9.3
2021-03-14,12.6,0.3,51,2,11.1,19.4,3
2021-03-15,13.2,0.6,58,7,16.9,27.5,4.6
2021-03-16,13.6,0.4,57,-1,16,27.7,9.1
2021-03-17,13.8,0.2,61,4,14.5,27,6.8
2021-03-18,13.9,0.1,60,-1,20.1,36.5,6.1
2021-03-19,14,0.1,58,-2,29.1,43.5,19
2021-03-20,14,0,56,-2,32.5,44.8,20.7
2021-03-21,14.1,0.1,56,0,19.6,28.8,11.8
2021-03-22,14.4,0.3,61,5,16.7,30.7,7
2021-03-23,14.7,0.3,61,0,12,22.3,3.9
2021-03-24,14.8,0.1,62,1,14.5,31.6,7
2021-03-25,14.9,0.1,61,-1,16,25.7,6.6
2021-03-26,15,0.1,59,-2,16,26.2,7
2021-03-27,15.1,0.1,61,2,15.6,25,8.4
2021-03-28,15.2,0.1,61,0,25.7,39.4,13.5
2021-03-29,15.4,0.2,58,-3,29.5,40.8,16.7
2021-03-30,15.6,0.2,61,3,10,23,2.1
2021-03-31,15.7,0.1,61,0,16.3,31.6,0.3
2021-04-01,15.7,0,60,-1,28.8,47.1,13.1
2021-04-02,15.7,0,58,-2,34.5,48.2,25.7
2021-04-03,15.7,0,56,-2,36,51.1,25.3
2021-04-04,15.6,-0.1,55,-1,36.7,52.9,27.3
2021-04-05,15.6,0,54,-1,39,54.1,27.7
2021-04-06,15.6,0,53,-1,24.3,39.9,14
2021-04-07,15.6,0,53,0,23.7,35.2,14.5
2021-04-08,15.7,0.1,55,2,29.7,45,22.3
2021-04-09,15.7,0,53,-2,21,32.4,10.2
2021-04-10,15.7,0,53,0,29.3,43,17.6
2021-04-11,15.7,0,53,0,29.5,44.1,17.6
2021-04-12,15.7,0,52,-1,24.8,40.5,13.3
2021-04-13,15.6,-0.1,52,0,20.1,36.7,11.7
2021-04-14,15.9,0.3,57,5,21,38.8,5.4
2021-04-15,16,0.1,55,-2,21.6,37.2,10.6
2021-04-16,16.2,0.2,60,5,14.2,24.1,5.4
2021-04-17,16.3,0.1,60,0,12.2,27.1,2.8
2021-04-18,16.3,0,58,-2,18.7,32.2,4.1
2021-04-19,16.4,0.1,56,-2,21.9,38.5,4.6
2021-04-20,16.6,0.2,61,5,12.9,29.3,0.1
2021-04-21,16.7,0.1,58,-3,21.4,36.1,8.4
2021-04-22,16.9,0.2,59,1,22.1,36.5,11.5
2021-04-23,17.3,0.4,63,4,21.2,42.1,9.5
2021-04-24,17.5,0.2,63,0,29.7,43,16.3
2021-04-25,17.6,0.1,61,-2,37.8,53.1,26.6
2021-04-26,17.5,-0.1,58,-3,36.3,48,25.7
2021-04-27,17.4,-0.1,57,-1,25.3,34.3,18.7
2021-04-28,17.5,0.1,60,3,28,39.2,22.3
2021-04-29,17.7,0.2,59,-1,36.1,52.2,21
2021-04-30,17.7,0,56,-3,40.6,58.8,27
2021-05-01,17.4,-0.3,53,-3,44.4,61,32.9
2021-05-02,17,-0.4,52,-1,34.7,45.3,26.8
2021-05-03,16.9,-0.1,53,1,23.9,33.4,20.3
2021-05-04,17.2,0.3,55,2,26.8,35.6,20.5
2021-05-05,17.5,0.3,56,1,28.4,39.6,22.6
2021-05-06,17.8,0.3,56,0,39.2,55.8,22.5
2021-05-07,17.7,-0.1,52,-4,42.6,57.9,30
2021-05-08,17.5,-0.2,50,-2,32.7,45.9,16.5
2021-05-09,17.7,0.2,51,1,25,37.9,14.9
2021-05-10,17.7,0,50,-1,24.4,35.8,15.8
2021-05-11,18,0.3,55,5,21.2,34.3,10.4
2021-05-12,18.2,0.2,55,0,29.1,41.9,15.3
2021-05-13,18.2,0,51,-4,37.2,48.9,27.7
2021-05-14,17.9,-0.3,49,-2,37.9,52.5,28.4
2021-05-15,17.5,-0.4,48,-1,40.3,55.4,28.8
2021-05-16,16.8,-0.7,47,-1,38.7,54.7,30
2021-05-17,16.2,-0.6,45,-2,34.7,49.1,28.8
2021-05-18,16,-0.2,43,-2,35.2,45.3,28.8
2021-05-19,15.6,-0.4,42,-1,38.3,51.3,30.4
2021-05-20,15.1,-0.5,41,-1,44.4,57.7,32.9
2021-05-21,14.4,-0.7,39,-2,41,46.4,34.7
2021-05-22,14.1,-0.3,37,-2,38.5,52,32.2
2021-05-23,14.2,0.1,36,-1,33.8,41.2,25
2021-05-24,13.9,-0.3,37,1,35.6,50.9,21.6
2021-05-25,13.2,-0.7,33,-4,38.7,53.2,25.7
2021-05-26,12.3,-0.9,31,-2,41.9,52.9,31.8
2021-05-27,11.9,-0.4,29,-2,40.1,53.8,29.7
2021-05-28,10.8,-1.1,26,-3,42.6,58.3,31.6
2021-05-29,10.1,-0.7,24,-2,41,56.5,30.6
2021-05-30,9.2,-0.9,22,-2,34.3,50.2,28.4
2021-05-31,9.1,-0.1,22,0,32.5,42.1,27.3
2021-06-01,9.1,0,22,0,37.8,49.1,28.8
2021-06-02,8.5,-0.6,20,-2,41.2,53.1,32.4
2021-06-03,7.5,-1,19,-1,45.3,58.8,34.5
2021-06-04,5.9,-1.6,14,-5,49.8,64.9,36.3
2021-06-05,4.2,-1.7,8,-6,47.1,63.7,38.3
2021-06-06,3,-1.2,4,-4,44.8,61.3,36.1
2021-06-07,2.1,-0.9,2,-2,49.3,64.2,36.9
2021-06-08,1.3,-0.8,2,0,51.8,67.5,38.5
2021-06-09,1,-0.3,1,-1,51.1,68,36.7
2021-06-10,0.7,-0.3,1,0,53.4,68,38.1
2021-06-11,0.5,-0.2,1,0,50,66.4,36.1
2021-06-12,0.3,-0.2,1,0,52.9,69.8,38.3
2021-06-13,0.2,-0.1,0,-1,54.9,69.4,42.6
2021-06-14,0.1,-0.1,0,0,57.4,74.8,42.4
2021-06-15,0,-0.1,0,0,59,73.9,44.8
2021-06-16,0,0,0,0,59.2,72.9,48.2
2021-06-17,0,0,0,0,58.8,73.9,46.6
2021-06-18,0,0,0,0,53.2,67.3,42.4
2021-06-19,0,0,0,0,49.8,66.4,41.9
2021-06-20,0,0,0,0,52.5,64.9,41.7
2021-06-21,0,0,0,0,50.4,64.4,36.7
2021-06-22,0,0,0,0,57.2,68.7,48
2021-06-23,0,0,0,0,53.8,66.6,40.8
2021-06-24,0,0,0,0,43.5,54.3,35.6
2021-06-25,0,0,0,0,43.5,57.7,34.9
2021-06-26,0,0,0,0,38.3,50.4,34.3
2021-06-27,0,0,0,0,38.1,52.9,32.2
2021-06-28,0,0,0,0,39,52.7,30.6
2021-06-29,0,0,0,0,42.8,58.3,36.1
2021-06-30,0,0,0,0,45.3,54.9,34.2
2021-07-01,0,0,0,0,46.8,58.8,39.9
2021-07-02,0,0,0,0,50.7,64,41.2
2021-07-03,0,0,0,0,53.6,68.9,43.7
2021-07-04,0,0,0,0,53.8,70.3,44.4
2021-07-05,0,0,0,0,51.1,68.2,43.5
2021-07-06,0,0,0,0,52.5,67.6,41.2
2021-07-07,0,0,0,0,55,71.8,40.6
2021-07-08,0,0,0,0,57.4,69.8,48.9
2021-07-09,0,0,0,0,57.9,73.6,47.8
2021-07-10,0,0,0,0,52.5,66.9,37
2021-07-11,0,0,0,0,53.1,68.4,40.6
2021-07-12,0,0,0,0,54.9,68,43.5
2021-07-13,0,0,0,0,52.9,69.6,43.5
2021-07-14,0,0,0,0,45.7,55.4,37
2021-07-15,0,0,0,0,49.5,64.2,36.9
2021-07-16,0,0,0,0,51.1,64,42.1
2021-07-17,0,0,0,0,50,64.9,41.2
2021-07-18,0,0,0,0,53.6,68.5,41.2
2021-07-19,0,0,0,0,54.7,69.1,42.6
2021-07-20,0,0,0,0,55.6,73.8,44.4
2021-07-21,0,0,0,0,52.2,68.2,44.1
2021-07-22,0,0,0,0,51.6,68.2,43.9
2021-07-23,0,0,0,0,50.4,64.2,43.9
2021-07-24,0,0,0,0,48.2,59.2,40.5
2021-07-25,0,0,0,0,51.1,66.6,41.9
2021-07-26,0,0,0,0,53.6,67.8,41.9
2021-07-27,0,0,0,0,55.6,71.1,41.9
2021-07-28,0,0,0,0,55.4,71.6,47.1
2021-07-29,0,0,0,0,55.8,71.6,46.4
2021-07-30,0,0,0,0,49.8,64.9,42.8
2021-07-31,0,0,0,0,45.7,55.4,40.1
2021-08-01,0,0,0,0,45.5,56.8,36.9
2021-08-02,0,0,0,0,47.1,59.7,40.8
2021-08-03,0,0,0,0,44.4,51.6,39.6
2021-08-04,0,0,0,0,46.4,57,39.2
2021-08-05,0,0,0,0,51.3,66.9,38.1
2021-08-06,0,0,0,0,52.9,67.1,42.4
2021-08-07,0,0,0,0,46.2,54.7,38.7
2021-08-08,0,0,0,0,51.1,65.8,37.9
2021-08-09,0,0,0,0,53.4,68,43.2
2021-08-10,0,0,0,0,52.2,66.6,40.5
2021-08-11,0,0,0,0,54,69.6,41.2
2021-08-12,0,0,0,0,51.4,68.7,42.3
2021-08-13,0,0,0,0,51.4,64,42.3
2021-08-14,0,0,0,0,54,71.1,44.2
2021-08-15,0,0,0,0,49.5,65.7,41
2021-08-16,0,0,0,0,47.5,62.6,39.9
2021-08-17,0,0,0,0,51.3,65.8,41.2
2021-08-18,0,0,0,0,49.6,65.8,41.9
2021-08-19,0,0,0,0,43.7,51.4,32.5
2021-08-20,0,0,0,0,38.7,50.9,28.8
2021-08-21,0,0,0,0,46.4,57,37.4
2021-08-22,0,0,0,0,50.9,63,41.9
2021-08-23,0,0,0,0,51.3,65.3,41.4
2021-08-24,0,0,0,0,52,65.8,42.6
2021-08-25,0,0,0,0,53.1,69.6,39.4
2021-08-26,0,0,0,0,48.2,61.7,36.9
2021-08-27,0,0,0,0,52.2,67.3,38.5
2021-08-28,0,0,0,0,52.7,68.4,41.2
2021-08-29,0,0,0,0,51.6,68.2,39.4
2021-08-30,0,0,0,0,51.1,66.2,40.5
2021-08-31,0,0,0,0,53.1,67.1,41.7
2021-09-01,0,0,0,0,48.9,63.9,42.1
2021-09-02,0,0,0,0,45.7,54,41.2
2021-09-03,0,0,0,0,45,56.8,38.3
2021-09-04,0,0,0,0,45.3,60.6,36.1
2021-09-05,0,0,0,0,46.8,62.6,34.2
2021-09-06,0,0,0,0,50.7,65.8,39.4
2021-09-07,0,0,0,0,51.4,66.2,39.2
2021-09-08,0,0,0,0,53.1,69.1,40.6
2021-09-09,0,0,0,0,55.2,68.9,46.2
2021-09-10,0,0,0,0,55.2,70.2,44.4
2021-09-11,0,0,0,0,53.1,67.3,42.8
2021-09-12,0,0,0,0,49.6,64.4,39.6
2021-09-13,0,0,0,0,49.1,61.9,39
2021-09-14,0,0,0,0,45.7,58.8,38.3
2021-09-15,0,0,0,0,49.3,65.5,36
2021-09-16,0,0,0,0,49.8,63.9,38.7
2021-09-17,0,0,0,0,46,62.2,32.9
2021-09-18,0,0,0,0,49.1,64.4,37.8
2021-09-19,0,0,0,0,46,56.8,34.3
2021-09-20,0,0,0,0,34.2,45.5,26.8
2021-09-21,0,0,0,0,35.1,52.7,19.4
2021-09-22,0,0,0,0,44.4,57.9,34
2021-09-23,0,0,0,0,43.5,60.8,33.8
2021-09-24,0,0,0,0,43.2,57.6,32.9
2021-09-25,0,0,0,0,48,61.9,37.8
2021-09-26,0,0,0,0,48.2,63,37.9
2021-09-27,0,0,0,0,47.3,60.8,38.7
2021-09-28,0,0,0,0,38.7,54,34.3
2021-09-29,0,0,0,0,36.1,42.6,32.5
2021-09-30,0,0,0,0,34.5,47.1,30
2021-10-01,0,0,0,0,34.3,42.1,29.5
2021-10-02,0,0,0,0,35.1,46.6,30.4
2021-10-03,0,0,0,0,37.2,51.6,28.4
2021-10-04,0,0,0,0,40.8,58.3,30.6
2021-10-05,0,0,0,0,43.2,57.7,32.9
2021-10-06,0,0,0,0,40.3,49.3,30.9
2021-10-07,0,0,0,0,39.2,53.2,29.8
2021-10-08,0.1,0.1,1,1,39,50.4,30.6
2021-10-09,0.1,0,0,-1,29.5,36,19.6
2021-10-10,0.4,0.3,4,4,26.2,33.3,20.3
2021-10-11,0.4,0,3,-1,31.5,43,19.9
2021-10-12,0.4,0,3,0,24.8,32.9,14.9
2021-10-13,0.7,0.3,9,6,19.2,28.2,12.4
2021-10-14,0.9,0.2,9,0,16.3,27,10.9
2021-10-15,1.1,0.2,11,2,15.6,23.2,8.1
2021-10-16,1.2,0.1,10,-1,30.4,45.7,16.9
2021-10-17,1.3,0.1,8,-2,36.1,52.2,27.5
2021-10-18,1.3,0,8,0,37,47.5,29.5
2021-10-19,1.3,0,7,-1,25.7,34.9,18
2021-10-20,1.3,0,9,2,27.9,41.2,15.4
2021-10-21,1.3,0,8,-1,33.1,45.5,25.2
2021-10-22,1.4,0.1,8,0,34.9,49.3,25.2
2021-10-23,1.4,0,7,-1,33.1,43.9,26.6
2021-10-24,1.4,0,7,0,30.6,39.9,24.3
2021-10-25,1.6,0.2,9,2,44.6,57,37
2021-10-26,1.6,0,8,-1,28,41.4,15.4
2021-10-27,1.9,0.3,13,5,17.6,20.8,14.2
2021-10-28,2.2,0.3,15,2,23,25.5,19.6
2021-10-29,2.3,0.1,14,-1,29.8,43,21.4
2021-10-30,2.4,0.1,13,-1,32.5,45.7,26.4
2021-10-31,2.4,0,12,-1,32.2,42.6,25.7
2021-11-01,2.5,0.1,12,0,28.2,34,25.5
2021-11-02,2.8,0.3,16,4,28.2,34.3,23.7
2021-11-03,3.2,0.4,19,3,25.3,35.2,19.4
2021-11-04,3.2,0,17,-2,27.7,37.8,18.3
2021-11-05,3.3,0.1,16,-1,32.7,43.7,25.9
2021-11-06,3.2,-0.1,16,0,38.1,47.1,25.5
2021-11-07,3.3,0.1,15,-1,36.9,46,29.7
2021-11-08,3.2,-0.1,15,0,34,41.9,27.7
2021-11-09,3.2,0,15,0,31.3,40.5,24.3
2021-11-10,3.2,0,16,1,19.9,24.6,13.8
2021-11-11,3.7,0.5,21,5,17.6,22.1,11.1
